case,session,phase,outcome
1,1,A,6
1,2,A,5
1,3,A,8
1,4,A,3
1,5,A,4
1,6,B,12
1,7,B,8
1,8,B,10
1,9,B,9
1,10,B,9
1,11,B,12
1,12,B,12
2,1,A,6
2,2,A,3
2,3,A,4
2,4,A,4
2,5,B,10
2,6,B,8
2,7,B,12
2,8,B,12
2,9,B,12
2,10,B,11
2,11,B,12
2,12,B,12
3,1,A,1
3,2,A,0
3,3,A,0
3,4,B,4
3,5,B,8
3,6,B,8
3,7,B,10
3,8,B,12
3,9,B,12
3,10,B,8
3,11,B,12
3,12,B,12
3,13,B,12
3,14,B,12
3,15,B,12
3,16,B,10
3,17,B,12
