case,session,phase,outcome
1,1,A,4
1,2,A,3
1,3,A,5
1,4,A,2
1,5,A,0
1,6,B,7
1,7,B,5
1,8,B,6
1,9,B,7
1,10,B,8
1,11,B,9
1,12,B,9
2,1,A,0
2,2,A,0
2,3,A,0
2,4,A,1
2,5,A,0
2,6,B,5
2,7,B,4
2,8,B,8
2,9,B,7
2,10,B,9
2,11,B,9
2,12,B,10
2,13,B,9
3,1,A,0
3,2,A,0
3,3,A,0
3,4,A,0
3,5,A,0
3,6,B,3
3,7,B,4
3,8,B,1
3,9,B,5
3,10,B,5
3,11,B,5
3,12,B,5
3,13,B,9
3,14,B,10
3,15,B,12
3,16,B,9
3,17,B,9
3,18,B,10
3,19,B,10
