case,session,phase,outcome
1,1,A,0
1,2,A,3
1,3,A,0
1,4,A,0
1,5,A,0
1,6,A,5
1,7,B,28
1,8,B,60
1,9,B,83
1,10,B,95
1,11,B,99
1,12,B,95
2,1,A,0
2,2,A,0
2,3,A,0
2,4,A,0
2,5,A,0
2,6,A,0
2,7,A,0
2,8,A,0
2,9,B,45
2,10,B,88
2,11,B,93
2,12,B,94
2,13,B,99
2,14,B,100
3,1,A,0
3,2,A,0
3,3,A,2
3,4,A,0
3,5,A,0
3,6,A,2
3,7,A,0
3,8,A,0
3,9,A,0
3,10,B,37
3,11,B,43
3,12,B,54
3,13,B,71
3,14,B,93
3,15,B,98
