case,session,phase,outcome
1,1,A,51
1,2,A,36
1,3,A,24
1,4,B,48
1,5,B,61
1,6,B,99
1,7,B,68
1,8,B,98
2,1,A,37
2,2,A,13
2,3,A,24
2,4,B,48
2,5,B,82
2,6,B,87
2,7,B,87
2,8,B,87
3,1,A,0
3,2,A,0
3,3,A,12
3,4,A,0
3,5,B,1
3,6,B,1
3,7,B,25
3,8,B,0
3,9,B,87
3,10,B,100
4,1,A,1
4,2,A,1
4,3,A,1
4,4,B,24
4,5,B,19
4,6,B,36
4,7,B,74
4,8,B,80
